Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Huntington Disease,C0020179,DNAJB2,3300,P25686,DnaJ heat shock protein family (Hsp40) member B2,,25,0.743,0.192,5.44E-05,0.01,,1,1,0,2006,2006
Huntington Disease,C0020179,DNAJA1,3301,P31689,DnaJ heat shock protein family (Hsp40) member A1,,15,0.805,0.308,0.090813,0.01,,1,1,0,2000,2000
Huntington Disease,C0020179,IFNA13,3447,P01562,interferon alpha 13,,646,0.374,0.923,,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,IFNA1,3439,P01562,interferon alpha 1,,662,0.371,0.923,,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,IDUA,3425,P35475,alpha-L-iduronidase,Enzyme,258,0.499,0.846,3.76E-13,0.01,,1,1,0,1992,1992
Huntington Disease,C0020179,IDH1,3417,O75874,isocitrate dehydrogenase (NADP(+)) 1,,399,0.424,0.808,2.62E-12,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,RAB7B,338382,Q96AH8,"RAB7B, member RAS oncogene family",,65,0.615,0.731,,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,TNC,3371,P24821,tenascin C,,369,0.433,0.846,1.26E-07,0.01,,1,1,0,2001,2001
Huntington Disease,C0020179,DNAJB1,3337,P25685,DnaJ heat shock protein family (Hsp40) member B1,,82,0.597,0.692,0.039437,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,HSPA8,3312,P11142,heat shock protein family A (Hsp70) member 8,,124,0.553,0.808,0.99863,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,XIAP,331,P98170,X-linked inhibitor of apoptosis,Enzyme modulator,321,0.447,0.808,0.91837,0.01,,1,1,0,2001,2001
Huntington Disease,C0020179,ANXA3,306,P12429,annexin A3,,66,0.61,0.615,6.52E-12,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,HCLS1,3059,P14317,hematopoietic cell-specific Lyn substrate 1,Cellular structure,132,0.539,0.846,1.32E-06,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,SLC40A1,30061,Q9NP59,solute carrier family 40 member 1,Transporter,101,0.57,0.731,0.98835,0.01,,1,1,0,2004,2004
Huntington Disease,C0020179,GRIK5,2901,Q16478,glutamate ionotropic receptor kainate type subunit 5,Ion channel,9,0.792,0.231,0.99425,0.01,,0,1,0,2007,2007
Huntington Disease,C0020179,FLVCR1,28982,Q9Y5Y0,FLVCR heme transporter 1,Transporter,188,0.529,0.885,0.0013127,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,GIT1,28964,Q9Y2X7,GIT ArfGAP 1,,56,0.647,0.538,0.99978,0.01,,1,1,0,2004,2004
Huntington Disease,C0020179,GRN,2896,P28799,granulin precursor,,412,0.435,0.846,0.069666,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,GPX7,2882,Q96SL4,glutathione peroxidase 7,Enzyme,15,0.769,0.269,5.85E-06,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,GPX4,2879,P36969,glutathione peroxidase 4,Enzyme,201,0.516,0.808,4.79E-05,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,ANK1,286,P16157,ankyrin 1,,166,0.54,0.885,1,0.01,,0,1,0,2019,2019
Huntington Disease,C0020179,ANGPT2,285,O15123,angiopoietin 2,Signaling,457,0.41,0.846,0.83208,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,GOLGA8G,283768,Q08AF8,golgin A8 family member G,,1,1,0.115,0.19562,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,GRIN1,2902,Q05586,glutamate ionotropic receptor NMDA type subunit 1,Ion channel,150,0.561,0.692,0.97629,0.01,,1,1,0,1993,1993
Huntington Disease,C0020179,GRINA,2907,Q7Z429,glutamate ionotropic receptor NMDA type subunit associated protein 1,,15,0.76,0.346,0.44203,0.01,,1,1,0,1993,1993
Huntington Disease,C0020179,GZMB,3002,P10144,granzyme B,Enzyme,290,0.453,0.808,3.67E-14,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,PACSIN1,29993,Q9BY11,protein kinase C and casein kinase substrate in neurons 1,Cellular structure,2,0.931,0.154,0.99887,0.01,,1,1,0,2002,2002
Huntington Disease,C0020179,UBQLN2,29978,Q9UHD9,ubiquilin 2,,59,0.656,0.462,0.84968,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,GYS1,2997,P13807,glycogen synthase 1,,26,0.722,0.385,0.0002914,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,CXCL3,2921,P19876,C-X-C motif chemokine ligand 3,Signaling,47,0.65,0.692,0.00030234,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,GRM2,2912,Q14416,glutamate metabotropic receptor 2,G-protein coupled receptor,104,0.582,0.577,0.12019,0.01,,0,1,0,2011,2011
Huntington Disease,C0020179,MYLIP,29116,Q8WY64,myosin regulatory light chain interacting protein,,79,0.582,0.692,0.18431,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,DROSHA,29102,Q9NRR4,drosha ribonuclease III,Enzyme,77,0.599,0.692,0.093176,0.01,,1,1,2,2016,2016
Huntington Disease,C0020179,SETD2,29072,Q9BYW2,"SET domain containing 2, histone lysine methyltransferase",Epigenetic regulator,447,0.424,0.846,1,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,OR10A4,283297,Q9H209,olfactory receptor family 10 subfamily A member 4,G-protein coupled receptor,128,0.54,0.808,1.68E-05,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,IKBKB,3551,O14920,inhibitor of nuclear factor kappa B kinase subunit beta,Kinase,191,0.506,0.846,0.99192,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,SMAD3,4088,P84022,SMAD family member 3,Transcription factor,470,0.415,0.923,0.79796,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,MIR146A,406938,,microRNA 146a,,505,0.398,0.885,,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,MIR128-1,406915,,microRNA 128-1,,28,0.695,0.346,,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,MIR122,406906,,microRNA 122,,250,0.468,0.808,,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,MIR106A,406899,,microRNA 106a,,140,0.524,0.846,,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,LTB,4050,Q06643,lymphotoxin beta,Signaling,110,0.555,0.769,9.61E-11,0.01,,1,1,0,2001,2001
Huntington Disease,C0020179,CIMT,404677,,Carotid intimal medial thickness,,29,0.695,0.462,,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,LPL,4023,P06858,lipoprotein lipase,Enzyme,290,0.474,0.808,1.27E-09,0.01,,1,1,0,1991,1991
Huntington Disease,C0020179,LPA,4018,P08519,lipoprotein(a),Enzyme,340,0.444,0.769,6.59E-89,0.01,,1,1,0,2002,2002
Huntington Disease,C0020179,LNPEP,4012,Q9UIQ6,leucyl and cystinyl aminopeptidase,Enzyme,174,0.514,0.731,0.99957,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,MIR150,406942,,microRNA 150,,282,0.455,0.808,,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,MIR200A,406983,,microRNA 200a,,156,0.519,0.808,,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,MIR34B,407041,,microRNA 34b,,165,0.509,0.808,,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,MIR302A,407028,,microRNA 302a,,65,0.601,0.5,,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,MIR27A,407018,,microRNA 27a,,248,0.466,0.846,,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,MIR26B,407017,,microRNA 26b,,128,0.529,0.808,,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,MIR222,407007,,microRNA 222,,210,0.486,0.808,,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,MIR22,407004,,microRNA 22,,195,0.496,0.808,,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,MIR214,406996,,microRNA 214,,221,0.48,0.808,,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,MIR21,406991,,microRNA 21,,726,0.363,0.846,,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,MIR200C,406985,,microRNA 200c,,202,0.486,0.846,,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,LMNA,4000,P02545,lamin A/C,,824,0.384,0.885,0.9994,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,LIMK1,3984,P53667,LIM domain kinase 1,Kinase,271,0.488,0.731,0.99937,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,LCN2,3934,P80188,lipocalin 2,Enzyme,497,0.405,0.885,1.14E-09,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,AQP9,366,O43315,aquaporin 9,Ion channel,100,0.565,0.808,0.24027,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,IL18,3606,Q14116,interleukin 18,,750,0.365,0.923,0.030717,0.01,,1,1,1,2012,2012
Huntington Disease,C0020179,IL17A,3605,Q16552,interleukin 17A,,1074,0.324,0.923,0.043049,0.01,,1,1,0,2020,2020
Huntington Disease,C0020179,IL13,3596,P35225,interleukin 13,,587,0.386,0.846,0.014426,0.01,,1,1,1,2013,2013
Huntington Disease,C0020179,IL9,3578,P15248,interleukin 9,,291,0.461,0.846,8.11E-07,0.01,,0,1,0,1992,1992
Huntington Disease,C0020179,IL7,3574,P13232,interleukin 7,,275,0.464,0.808,0.92574,0.01,,1,1,0,2020,2020
Huntington Disease,C0020179,IL4R,3566,P24394,interleukin 4 receptor,Receptor,242,0.474,0.846,0.00023013,0.01,,1,1,1,2013,2013
Huntington Disease,C0020179,IL4,3565,P05112,interleukin 4,,996,0.332,0.962,0.0047372,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,IL2RB,3560,P14784,interleukin 2 receptor subunit beta,Receptor,226,0.491,0.846,0.29095,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,ITGA2B,3674,P08514,integrin subunit alpha 2b,,215,0.493,0.692,1.52E-16,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,JAG2,3714,Q9Y219,jagged canonical Notch ligand 2,,81,0.576,0.846,1,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,LBR,3930,Q14739,lamin B receptor,Enzyme,307,0.473,0.808,0.18143,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,LBP,3929,P18428,lipopolysaccharide binding protein,,156,0.525,0.808,4.19E-15,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,CCL4L1,388372,P13236;Q8NHW4,C-C motif chemokine ligand 4 like 1,,135,0.534,0.885,0.33576,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,NPSR1,387129,Q6W5P4,neuropeptide S receptor 1,,69,0.608,0.615,2.05E-09,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,KPNA1,3836,P52294,karyopherin subunit alpha 1,Transporter,22,0.736,0.577,0.99818,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,KDR,3791,P35968,kinase insert domain receptor,Kinase,623,0.378,0.885,0.99982,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,KCNA6,3742,P17658,potassium voltage-gated channel subfamily A member 6,Ion channel,14,0.792,0.154,0.49728,0.01,,1,1,0,2001,2001
Huntington Disease,C0020179,KCNA5,3741,P22460,potassium voltage-gated channel subfamily A member 5,Ion channel,73,0.606,0.5,0.0010938,0.01,,1,1,0,2001,2001
Huntington Disease,C0020179,KCNA1,3736,Q09470,potassium voltage-gated channel subfamily A member 1,Ion channel,148,0.573,0.577,0.076028,0.01,,1,1,0,2001,2001
Huntington Disease,C0020179,IL1A,3552,P01583,interleukin 1 alpha,,1002,0.333,0.962,0.0001602,0.01,,1,1,0,2005,2005
